,Unnamed: 0.1,Unnamed: 0,DATA,Umidità massima (%),Umidità media (%),Umidità minima (%),Precipitazione (mm),Temperatura media (°C),Temperatura massima (°C),Temperatura minima (°C),Velocità media (m/s),Velocità raffica (m/s),Valore pressione,Stagione,Pressione prevista domani,Precipitazione prevista domani,Temperatura prevista domani,Umidità prevista domani,Vento previsto domani,Pressione prevista dopodomani,Precipitazione prevista dopodomani,Temperatura prevista dopodomani,Umidità prevista dopodomani,Vento previsto dopodomani,Pressione prevista dopodopodomani,Precipitazione prevista dopodopodomani,Temperatura prevista dopodopodomani,Umidità prevista dopodopodomani,Vento previsto dopodopodomani
706,706,706,2022-12-08,91,73,51,0.0,1.9,6.6,-1.4,1.2,4.3,944.3,0,937.9,9.6,1.4,97.0,1.1,933.6,0.0,4.0,81.0,1.9,935.9,0.0,2.3,49.0,1.8
707,707,707,2022-12-09,99,97,87,9.6,1.4,3.2,-0.9,1.1,3.8,937.9,0,933.6,0.0,4.0,81.0,1.9,935.9,0.0,2.3,49.0,1.8,941.8,1.0,-0.5,64.0,1.5
708,708,708,2022-12-10,99,81,58,0.0,4.0,10.6,-0.1,1.9,6.5,933.6,0,935.9,0.0,2.3,49.0,1.8,941.8,1.0,-0.5,64.0,1.5,943.5,2.6,-1.6,86.0,1.3
709,709,709,2022-12-11,70,49,29,0.0,2.3,7.4,-1.1,1.8,5.3,935.9,0,941.8,1.0,-0.5,64.0,1.5,943.5,2.6,-1.6,86.0,1.3,939.7,0.0,-0.1,75.0,1.4
710,710,710,2022-12-12,98,64,39,1.0,-0.5,3.0,-3.8,1.5,4.9,941.8,0,943.5,2.6,-1.6,86.0,1.3,939.7,0.0,-0.1,75.0,1.4,939.5,40.2,-0.5,91.0,0.9
711,711,711,2022-12-13,98,86,65,2.6,-1.6,2.0,-3.1,1.3,5.1,943.5,0,939.7,0.0,-0.1,75.0,1.4,939.5,40.2,-0.5,91.0,0.9,939.0,1.0,1.8,92.0,1.2
712,712,712,2022-12-14,92,75,56,0.0,-0.1,3.6,-2.3,1.4,5.2,939.7,0,939.5,40.2,-0.5,91.0,0.9,939.0,1.0,1.8,92.0,1.2,950.7,0.0,3.4,74.0,1.7
713,713,713,2022-12-15,99,91,76,40.2,-0.5,1.0,-2.7,0.9,4.0,939.5,0,939.0,1.0,1.8,92.0,1.2,950.7,0.0,3.4,74.0,1.7,964.0,0.0,1.3,75.0,1.5
714,714,714,2022-12-16,99,92,72,1.0,1.8,6.9,-0.8,1.2,4.2,939.0,0,950.7,0.0,3.4,74.0,1.7,964.0,0.0,1.3,75.0,1.5,965.1,0.0,0.7,79.0,1.2
715,715,715,2022-12-17,99,74,42,0.0,3.4,10.8,-1.3,1.7,5.7,950.7,0,964.0,0.0,1.3,75.0,1.5,965.1,0.0,0.7,79.0,1.2,960.5,0.0,2.4,71.0,1.7
716,716,716,2022-12-18,93,75,53,0.0,1.3,7.1,-2.3,1.5,5.0,964.0,0,965.1,0.0,0.7,79.0,1.2,960.5,0.0,2.4,71.0,1.7,953.9,0.0,5.0,73.0,1.8
717,717,717,2022-12-19,92,79,60,0.0,0.7,5.6,-2.0,1.2,4.4,965.1,0,960.5,0.0,2.4,71.0,1.7,953.9,0.0,5.0,73.0,1.8,950.5,0.0,3.0,85.0,1.1
718,718,718,2022-12-20,90,71,51,0.0,2.4,6.8,-1.6,1.7,5.5,960.5,0,953.9,0.0,5.0,73.0,1.8,950.5,0.0,3.0,85.0,1.1,949.0,0.0,3.2,89.0,1.2
719,719,719,2022-12-21,86,73,56,0.0,5.0,9.9,2.2,1.8,5.4,953.9,0,950.5,0.0,3.0,85.0,1.1,949.0,0.0,3.2,89.0,1.2,951.0,0.2,3.8,98.0,1.4
720,720,720,2022-12-22,98,85,62,0.0,3.0,9.1,-0.6,1.1,4.5,950.5,0,949.0,0.0,3.2,89.0,1.2,951.0,0.2,3.8,98.0,1.4,957.3,0.0,6.4,90.0,1.0
721,721,721,2022-12-23,99,89,72,0.0,3.2,8.7,-0.3,1.2,5.2,949.0,0,951.0,0.2,3.8,98.0,1.4,957.3,0.0,6.4,90.0,1.0,958.4,0.0,7.0,80.0,1.8
722,722,722,2022-12-24,99,98,92,0.2,3.8,6.1,0.1,1.4,4.8,951.0,0,957.3,0.0,6.4,90.0,1.0,958.4,0.0,7.0,80.0,1.8,958.6,0.0,6.4,73.0,1.6
723,723,723,2022-12-25,99,90,77,0.0,6.4,8.3,5.4,1.0,4.2,957.3,0,958.4,0.0,7.0,80.0,1.8,958.6,0.0,6.4,73.0,1.6,958.7,0.0,4.8,72.0,1.3
724,724,724,2022-12-26,96,80,61,0.0,7.0,11.4,2.1,1.8,5.7,958.4,0,958.6,0.0,6.4,73.0,1.6,958.7,0.0,4.8,72.0,1.3,955.2,0.0,5.5,78.0,1.2
725,725,725,2022-12-27,97,73,52,0.0,6.4,12.1,2.0,1.6,4.8,958.6,0,958.7,0.0,4.8,72.0,1.3,955.2,0.0,5.5,78.0,1.2,955.3,0.0,3.9,81.0,1.2
726,726,726,2022-12-28,93,72,55,0.0,4.8,8.3,2.0,1.3,4.4,958.7,0,955.2,0.0,5.5,78.0,1.2,955.3,0.0,3.9,81.0,1.2,962.2,0.0,5.8,78.0,1.4
727,727,727,2022-12-29,88,78,65,0.0,5.5,8.7,2.8,1.2,3.5,955.2,0,955.3,0.0,3.9,81.0,1.2,962.2,0.0,5.8,78.0,1.4,963.8,0.0,7.0,83.0,1.1
728,728,728,2022-12-30,92,81,65,0.0,3.9,7.9,1.0,1.2,4.7,955.3,0,962.2,0.0,5.8,78.0,1.4,963.8,0.0,7.0,83.0,1.1,962.4,0.0,8.0,83.0,0.9
729,729,729,2022-12-31,94,78,57,0.0,5.8,10.9,2.3,1.4,4.3,962.2,0,963.8,0.0,7.0,83.0,1.1,962.4,0.0,8.0,83.0,0.9,962.3,0.0,8.4,83.0,1.0
730,730,730,2023-01-01,94,83,67,0.0,7.0,10.7,2.8,1.1,3.7,963.8,0,962.4,0.0,8.0,83.0,0.9,962.3,0.0,8.4,83.0,1.0,962.5,0.0,7.1,81.0,1.3
731,731,731,2023-01-02,98,83,66,0.0,8.0,11.9,5.2,0.9,3.9,962.4,0,962.3,0.0,8.4,83.0,1.0,962.5,0.0,7.1,81.0,1.3,956.8,0.0,8.3,64.0,1.7
732,732,732,2023-01-03,99,83,62,0.0,8.4,12.5,5.4,1.0,3.9,962.3,0,962.5,0.0,7.1,81.0,1.3,956.8,0.0,8.3,64.0,1.7,957.8,0.0,5.2,81.0,1.2
733,733,733,2023-01-04,94,81,63,0.0,7.1,11.9,3.3,1.3,4.6,962.5,0,956.8,0.0,8.3,64.0,1.7,957.8,0.0,5.2,81.0,1.2,956.3,0.0,3.8,90.0,1.2
734,734,734,2023-01-05,89,64,42,0.0,8.3,14.6,3.0,1.7,6.4,956.8,0,957.8,0.0,5.2,81.0,1.2,956.3,0.0,3.8,90.0,1.2,948.2,6.4,3.6,95.0,1.2
735,735,735,2023-01-06,99,81,49,0.0,5.2,10.5,1.7,1.2,5.1,957.8,0,956.3,0.0,3.8,90.0,1.2,948.2,6.4,3.6,95.0,1.2,940.7,0.0,6.2,63.0,1.9
736,736,736,2023-01-07,99,90,76,0.0,3.8,7.6,-0.2,1.2,5.9,956.3,0,948.2,6.4,3.6,95.0,1.2,940.7,0.0,6.2,63.0,1.9,952.2,0.0,7.5,29.0,2.5
737,737,737,2023-01-08,99,95,84,6.4,3.6,5.9,0.7,1.2,4.4,948.2,0,940.7,0.0,6.2,63.0,1.9,952.2,0.0,7.5,29.0,2.5,953.5,0.0,5.5,45.0,1.3
738,738,738,2023-01-09,99,63,25,0.0,6.2,13.5,1.0,1.9,8.6,940.7,0,952.2,0.0,7.5,29.0,2.5,953.5,0.0,5.5,45.0,1.3,955.2,0.0,6.2,47.0,1.5
739,739,739,2023-01-10,46,29,13,0.0,7.5,13.0,3.5,2.5,12.0,952.2,0,953.5,0.0,5.5,45.0,1.3,955.2,0.0,6.2,47.0,1.5,952.5,0.0,4.8,56.0,1.7
740,740,740,2023-01-11,67,45,29,0.0,5.5,9.4,2.0,1.3,5.2,953.5,0,955.2,0.0,6.2,47.0,1.5,952.5,0.0,4.8,56.0,1.7,954.6,0.0,6.5,47.0,1.9
741,741,741,2023-01-12,69,47,30,0.0,6.2,10.6,2.8,1.5,6.6,955.2,0,952.5,0.0,4.8,56.0,1.7,954.6,0.0,6.5,47.0,1.9,947.2,0.0,4.5,70.0,1.6
742,742,742,2023-01-13,74,56,35,0.0,4.8,10.1,0.0,1.7,7.0,952.5,0,954.6,0.0,6.5,47.0,1.9,947.2,0.0,4.5,70.0,1.6,932.0,0.0,0.7,81.0,1.6
743,743,743,2023-01-14,78,47,26,0.0,6.5,11.3,2.0,1.9,8.7,954.6,0,947.2,0.0,4.5,70.0,1.6,932.0,0.0,0.7,81.0,1.6,924.3,0.0,-0.6,93.0,1.3
744,744,744,2023-01-15,91,70,58,0.0,4.5,8.3,2.0,1.6,6.8,947.2,0,932.0,0.0,0.7,81.0,1.6,924.3,0.0,-0.6,93.0,1.3,928.1,0.0,-0.5,86.0,1.2
745,745,745,2023-01-16,99,81,36,0.0,0.7,4.9,-3.4,1.6,7.9,932.0,0,924.3,0.0,-0.6,93.0,1.3,928.1,0.0,-0.5,86.0,1.2,936.4,0.0,1.1,52.0,1.7
746,746,746,2023-01-17,99,93,67,0.0,-0.6,3.5,-4.4,1.3,5.0,924.3,0,928.1,0.0,-0.5,86.0,1.2,936.4,0.0,1.1,52.0,1.7,942.6,0.0,0.1,38.0,1.7
747,747,747,2023-01-18,99,86,68,0.0,-0.5,4.4,-3.9,1.2,4.4,928.1,0,936.4,0.0,1.1,52.0,1.7,942.6,0.0,0.1,38.0,1.7,930.2,0.0,0.7,29.0,2.4
748,748,748,2023-01-19,83,52,19,0.0,1.1,6.3,-3.1,1.7,9.1,936.4,0,942.6,0.0,0.1,38.0,1.7,930.2,0.0,0.7,29.0,2.4,935.1,0.0,1.9,41.0,1.9
749,749,749,2023-01-20,58,38,16,0.0,0.1,6.1,-3.5,1.7,6.2,942.6,0,930.2,0.0,0.7,29.0,2.4,935.1,0.0,1.9,41.0,1.9,937.3,11.8,1.7,78.0,2.6
750,750,750,2023-01-21,38,29,17,0.0,0.7,5.4,-2.5,2.4,7.7,930.2,0,935.1,0.0,1.9,41.0,1.9,937.3,11.8,1.7,78.0,2.6,945.7,12.0,2.8,94.0,2.7
751,751,751,2023-01-22,56,41,28,0.0,1.9,4.7,-0.7,1.9,7.4,935.1,0,937.3,11.8,1.7,78.0,2.6,945.7,12.0,2.8,94.0,2.7,941.7,5.2,3.2,88.0,1.9
752,752,752,2023-01-23,99,78,45,11.8,1.7,4.1,0.4,2.6,10.0,937.3,0,945.7,12.0,2.8,94.0,2.7,941.7,5.2,3.2,88.0,1.9,932.2,0.0,1.5,72.0,1.5
753,753,753,2023-01-24,99,94,72,12.0,2.8,4.2,2.1,2.7,11.0,945.7,0,941.7,5.2,3.2,88.0,1.9,932.2,0.0,1.5,72.0,1.5,931.4,0.0,0.0,74.0,1.1
754,754,754,2023-01-25,99,88,67,5.2,3.2,8.6,0.4,1.9,7.1,941.7,0,932.2,0.0,1.5,72.0,1.5,931.4,0.0,0.0,74.0,1.1,936.7,0.2,1.3,62.0,1.2
755,755,755,2023-01-26,89,72,55,0.0,1.5,6.4,-2.3,1.5,5.1,932.2,0,931.4,0.0,0.0,74.0,1.1,936.7,0.2,1.3,62.0,1.2,941.2,0.4,0.7,63.0,1.4
756,756,756,2023-01-27,92,74,61,0.0,0.0,2.9,-2.3,1.1,3.6,931.4,0,936.7,0.2,1.3,62.0,1.2,941.2,0.4,0.7,63.0,1.4,935.8,0.4,2.3,61.0,1.4
757,757,757,2023-01-28,79,62,46,0.2,1.3,4.5,-0.8,1.2,4.5,936.7,0,941.2,0.4,0.7,63.0,1.4,935.8,0.4,2.3,61.0,1.4,939.5,0.0,6.0,48.0,2.1
758,758,758,2023-01-29,79,63,43,0.4,0.7,5.9,-2.6,1.4,4.4,941.2,0,935.8,0.4,2.3,61.0,1.4,939.5,0.0,6.0,48.0,2.1,938.6,0.0,6.7,52.0,1.7
759,759,759,2023-01-30,81,61,34,0.4,2.3,9.8,-3.3,1.4,4.8,935.8,0,939.5,0.0,6.0,48.0,2.1,938.6,0.0,6.7,52.0,1.7,940.8,0.0,7.3,46.0,1.7
760,760,760,2023-01-31,73,48,29,0.0,6.0,11.6,0.2,2.1,9.4,939.5,0,938.6,0.0,6.7,52.0,1.7,940.8,0.0,7.3,46.0,1.7,942.4,0.0,9.6,41.0,2.0
761,761,761,2023-02-01,75,52,29,0.0,6.7,14.0,0.5,1.7,10.4,938.6,0,940.8,0.0,7.3,46.0,1.7,942.4,0.0,9.6,41.0,2.0,940.9,0.0,12.4,37.0,2.8
762,762,762,2023-02-02,65,46,27,0.0,7.3,13.9,1.2,1.7,5.1,940.8,0,942.4,0.0,9.6,41.0,2.0,940.9,0.0,12.4,37.0,2.8,947.0,3.0,4.2,81.0,1.7
763,763,763,2023-02-03,61,41,22,0.0,9.6,16.8,3.8,2.0,9.6,942.4,0,940.9,0.0,12.4,37.0,2.8,947.0,3.0,4.2,81.0,1.7,948.1,1.2,2.7,81.0,1.5
764,764,764,2023-02-04,57,37,20,0.0,12.4,19.9,7.0,2.8,10.1,940.9,0,947.0,3.0,4.2,81.0,1.7,948.1,1.2,2.7,81.0,1.5,951.5,5.1,-0.2,74.0,2.5
765,765,765,2023-02-05,99,81,55,3.0,4.2,6.8,0.3,1.7,5.8,947.0,0,948.1,1.2,2.7,81.0,1.5,951.5,5.1,-0.2,74.0,2.5,951.4,0.0,-0.6,61.0,1.3
766,766,766,2023-02-06,99,81,55,1.2,2.7,6.8,-0.5,1.5,6.2,948.1,0,951.5,5.1,-0.2,74.0,2.5,951.4,0.0,-0.6,61.0,1.3,952.0,0.0,-1.7,65.0,1.6
767,767,767,2023-02-07,99,74,38,5.1,-0.2,4.8,-2.7,2.5,10.1,951.5,0,951.4,0.0,-0.6,61.0,1.3,952.0,0.0,-1.7,65.0,1.6,951.6,0.0,0.0,49.0,1.4
768,768,768,2023-02-08,74,61,44,0.0,-0.6,3.6,-3.6,1.3,4.8,951.4,0,952.0,0.0,-1.7,65.0,1.6,951.6,0.0,0.0,49.0,1.4,950.5,0.0,2.9,49.0,1.3
769,769,769,2023-02-09,78,65,52,0.0,-1.7,1.2,-3.3,1.6,6.9,952.0,0,951.6,0.0,0.0,49.0,1.4,950.5,0.0,2.9,49.0,1.3,949.5,0.0,8.1,50.0,1.5
770,770,770,2023-02-10,70,49,28,0.0,0.0,6.8,-4.8,1.4,4.5,951.6,0,950.5,0.0,2.9,49.0,1.3,949.5,0.0,8.1,50.0,1.5,953.1,0.0,6.0,58.0,1.6
771,771,771,2023-02-11,67,49,27,0.0,2.9,9.9,-3.1,1.3,5.3,950.5,0,949.5,0.0,8.1,50.0,1.5,953.1,0.0,6.0,58.0,1.6,949.8,0.0,8.2,50.0,1.7
772,772,772,2023-02-12,74,50,28,0.0,8.1,15.0,0.1,1.5,5.3,949.5,0,953.1,0.0,6.0,58.0,1.6,949.8,0.0,8.2,50.0,1.7,946.2,0.0,10.5,41.0,1.7
773,773,773,2023-02-13,74,58,35,0.0,6.0,11.7,1.9,1.6,4.6,953.1,0,949.8,0.0,8.2,50.0,1.7,946.2,0.0,10.5,41.0,1.7,945.4,0.0,8.7,53.0,1.7
774,774,774,2023-02-14,75,50,31,0.0,8.2,15.1,1.6,1.7,5.8,949.8,0,946.2,0.0,10.5,41.0,1.7,945.4,0.0,8.7,53.0,1.7,946.1,0.0,8.2,55.0,1.3
775,775,775,2023-02-15,55,41,25,0.0,10.5,16.9,6.4,1.7,5.1,946.2,0,945.4,0.0,8.7,53.0,1.7,946.1,0.0,8.2,55.0,1.3,943.9,0.0,8.1,62.0,1.3
776,776,776,2023-02-16,77,53,35,0.0,8.7,14.3,5.1,1.7,4.8,945.4,0,946.1,0.0,8.2,55.0,1.3,943.9,0.0,8.1,62.0,1.3,940.7,0.0,8.8,65.0,1.4
777,777,777,2023-02-17,76,55,37,0.0,8.2,14.9,1.4,1.3,5.4,946.1,0,943.9,0.0,8.1,62.0,1.3,940.7,0.0,8.8,65.0,1.4,943.2,0.0,7.9,79.0,1.3
778,778,778,2023-02-18,82,62,42,0.0,8.1,15.2,2.8,1.3,4.4,943.9,0,940.7,0.0,8.8,65.0,1.4,943.2,0.0,7.9,79.0,1.3,938.6,0.0,8.1,84.0,1.0
779,779,779,2023-02-19,83,65,42,0.0,8.8,16.3,2.9,1.4,5.7,940.7,0,943.2,0.0,7.9,79.0,1.3,938.6,0.0,8.1,84.0,1.0,935.4,0.0,9.0,80.0,1.6
780,780,780,2023-02-20,99,79,63,0.0,7.9,13.8,3.5,1.3,4.8,943.2,0,938.6,0.0,8.1,84.0,1.0,935.4,0.0,9.0,80.0,1.6,933.5,2.4,9.3,82.0,1.3
781,781,781,2023-02-21,98,84,63,0.0,8.1,12.7,4.2,1.0,3.5,938.6,0,935.4,0.0,9.0,80.0,1.6,933.5,2.4,9.3,82.0,1.3,929.8,0.7,8.5,92.0,1.2
782,782,782,2023-02-22,97,80,64,0.0,9.0,11.8,7.7,1.6,5.8,935.4,0,933.5,2.4,9.3,82.0,1.3,929.8,0.7,8.5,92.0,1.2,920.8,0.0,7.6,78.0,1.7
783,783,783,2023-02-23,99,82,58,2.4,9.3,12.8,5.0,1.3,4.7,933.5,0,929.8,0.7,8.5,92.0,1.2,920.8,0.0,7.6,78.0,1.7,954.3,2.0,1.1,86.0,1.8
784,784,784,2023-02-24,99,92,74,0.7,8.5,11.6,5.0,1.2,4.6,929.8,0,920.8,0.0,7.6,78.0,1.7,954.3,2.0,1.1,86.0,1.8,950.4,22.0,1.9,87.0,1.1
785,785,785,2023-02-25,93,78,57,0.0,7.6,11.1,5.6,1.7,7.0,920.8,0,954.3,2.0,1.1,86.0,1.8,950.4,22.0,1.9,87.0,1.1,951.0,5.8,2.5,91.0,1.8
786,786,786,2023-02-28,99,86,74,2.0,1.1,2.7,-0.3,1.8,7.3,954.3,0,950.4,22.0,1.9,87.0,1.1,951.0,5.8,2.5,91.0,1.8,949.8,0.0,7.0,68.0,2.0
787,787,787,2023-03-01,99,87,69,22.0,1.9,4.7,0.2,1.1,8.6,950.4,1,951.0,5.8,2.5,91.0,1.8,949.8,0.0,7.0,68.0,2.0,949.6,0.0,8.6,58.0,1.9
788,788,788,2023-03-02,99,91,80,5.8,2.5,4.5,0.2,1.8,6.7,951.0,1,949.8,0.0,7.0,68.0,2.0,949.6,0.0,8.6,58.0,1.9,944.3,0.0,8.1,50.0,1.8
789,789,789,2023-03-03,94,68,36,0.0,7.0,12.5,3.2,2.0,5.9,949.8,1,949.6,0.0,8.6,58.0,1.9,944.3,0.0,8.1,50.0,1.8,939.4,0.0,7.3,68.0,1.4
790,790,790,2023-03-04,76,58,40,0.0,8.6,14.4,4.4,1.9,6.5,949.6,1,944.3,0.0,8.1,50.0,1.8,939.4,0.0,7.3,68.0,1.4,937.6,0.0,6.8,70.0,1.6
791,791,791,2023-03-05,70,50,36,0.0,8.1,14.0,3.1,1.8,5.8,944.3,1,939.4,0.0,7.3,68.0,1.4,937.6,0.0,6.8,70.0,1.6,939.0,0.0,7.2,76.0,1.4
792,792,792,2023-03-06,84,68,55,0.0,7.3,12.1,2.9,1.4,5.4,939.4,1,937.6,0.0,6.8,70.0,1.6,939.0,0.0,7.2,76.0,1.4,938.8,0.0,11.5,63.0,1.4
793,793,793,2023-03-07,89,70,55,0.0,6.8,11.7,3.4,1.6,5.3,937.6,1,939.0,0.0,7.2,76.0,1.4,938.8,0.0,11.5,63.0,1.4,935.4,0.0,11.9,44.0,2.3
794,794,794,2023-03-08,92,76,58,0.0,7.2,13.2,2.6,1.4,4.5,939.0,1,938.8,0.0,11.5,63.0,1.4,935.4,0.0,11.9,44.0,2.3,935.8,0.0,13.8,43.0,1.7
795,795,795,2023-03-09,99,63,11,0.0,11.5,21.7,3.2,1.4,10.4,938.8,1,935.4,0.0,11.9,44.0,2.3,935.8,0.0,13.8,43.0,1.7,946.7,0.0,11.1,62.0,1.5
796,796,796,2023-03-10,85,44,16,0.0,11.9,19.1,4.6,2.3,13.4,935.4,1,935.8,0.0,13.8,43.0,1.7,946.7,0.0,11.1,62.0,1.5,949.6,2.3,9.1,85.0,1.2
797,797,797,2023-03-11,63,43,22,0.0,13.8,22.7,5.7,1.7,5.8,935.8,1,946.7,0.0,11.1,62.0,1.5,949.6,2.3,9.1,85.0,1.2,938.6,8.8,8.9,80.0,1.6
798,798,798,2023-03-12,83,62,42,0.0,11.1,16.6,7.1,1.5,5.4,946.7,1,949.6,2.3,9.1,85.0,1.2,938.6,8.8,8.9,80.0,1.6,946.1,0.5,8.1,36.0,2.0
799,799,799,2023-03-13,99,85,75,2.3,9.1,11.6,7.4,1.2,4.5,949.6,1,938.6,8.8,8.9,80.0,1.6,946.1,0.5,8.1,36.0,2.0,949.6,0.0,12.9,61.0,1.7
800,800,800,2023-03-14,99,80,30,8.8,8.9,12.3,5.4,1.6,9.5,938.6,1,946.1,0.5,8.1,36.0,2.0,949.6,0.0,12.9,61.0,1.7,949.3,0.0,13.3,66.0,1.6
801,801,801,2023-03-15,53,36,21,0.5,8.1,12.6,3.9,2.0,6.7,946.1,1,949.6,0.0,12.9,61.0,1.7,949.3,0.0,13.3,66.0,1.6,948.2,0.0,10.8,87.0,1.4
802,802,802,2023-03-22,73,61,48,0.0,12.9,18.1,8.0,1.7,5.3,949.6,1,949.3,0.0,13.3,66.0,1.6,948.2,0.0,10.8,87.0,1.4,947.1,0.0,13.0,50.0,1.7
803,803,803,2023-03-23,87,66,48,0.0,13.3,19.0,10.1,1.6,5.9,949.3,1,948.2,0.0,10.8,87.0,1.4,947.1,0.0,13.0,50.0,1.7,941.6,0.0,11.0,42.0,2.2
804,804,804,2023-03-24,99,87,70,0.0,10.8,14.6,6.5,1.4,4.9,948.2,1,947.1,0.0,13.0,50.0,1.7,941.6,0.0,11.0,42.0,2.2,944.6,0.0,11.3,26.0,3.6
805,805,805,2023-03-25,99,50,19,0.0,13.0,20.6,4.3,1.7,6.7,947.1,1,941.6,0.0,11.0,42.0,2.2,944.6,0.0,11.3,26.0,3.6,955.9,0.0,7.5,33.0,1.5
806,806,806,2023-03-26,71,42,21,0.0,11.0,15.3,6.6,2.2,12.1,941.6,1,944.6,0.0,11.3,26.0,3.6,955.9,0.0,7.5,33.0,1.5,956.0,0.0,9.7,54.0,1.4
807,807,807,2023-03-27,61,26,10,0.0,11.3,17.8,2.2,3.6,14.1,944.6,1,955.9,0.0,7.5,33.0,1.5,956.0,0.0,9.7,54.0,1.4,953.8,0.0,11.2,74.0,1.4
808,808,808,2023-03-28,54,33,21,0.0,7.5,14.3,0.9,1.5,5.4,955.9,1,956.0,0.0,9.7,54.0,1.4,953.8,0.0,11.2,74.0,1.4,944.9,0.0,12.0,67.0,2.2
809,809,809,2023-03-29,87,54,33,0.0,9.7,16.6,3.7,1.4,5.2,956.0,1,953.8,0.0,11.2,74.0,1.4,944.9,0.0,12.0,67.0,2.2,940.7,0.0,13.9,29.0,2.5
810,810,810,2023-03-30,89,74,56,0.0,11.2,15.7,6.8,1.4,6.0,953.8,1,944.9,0.0,12.0,67.0,2.2,940.7,0.0,13.9,29.0,2.5,944.7,0.0,12.3,42.0,1.8
811,811,811,2023-03-31,89,67,33,0.0,12.0,17.4,8.6,2.2,12.9,944.9,1,940.7,0.0,13.9,29.0,2.5,944.7,0.0,12.3,42.0,1.8,946.2,4.6,12.4,45.0,2.7
812,812,812,2023-04-01,47,29,16,0.0,13.9,19.8,9.6,2.5,9.9,940.7,1,944.7,0.0,12.3,42.0,1.8,946.2,4.6,12.4,45.0,2.7,948.2,1.5,7.1,64.0,1.8
813,813,813,2023-04-02,55,42,24,0.0,12.3,17.2,8.1,1.8,7.2,944.7,1,946.2,4.6,12.4,45.0,2.7,948.2,1.5,7.1,64.0,1.8,950.1,1.9,6.7,53.0,1.5
814,814,814,2023-04-03,93,45,19,4.6,12.4,18.1,5.0,2.7,13.1,946.2,1,948.2,1.5,7.1,64.0,1.8,950.1,1.9,6.7,53.0,1.5,951.3,1.1,7.1,56.0,1.6
815,815,815,2023-04-04,93,64,37,1.5,7.1,11.6,4.6,1.8,5.9,948.2,1,950.1,1.9,6.7,53.0,1.5,951.3,1.1,7.1,56.0,1.6,948.6,3.5,8.0,67.0,2.2
816,816,816,2023-04-05,71,53,36,1.9,6.7,11.7,2.7,1.5,5.6,950.1,1,951.3,1.1,7.1,56.0,1.6,948.6,3.5,8.0,67.0,2.2,950.3,0.0,11.1,48.0,1.9
817,817,817,2023-04-06,70,56,40,1.1,7.1,12.6,1.7,1.6,6.2,951.3,1,948.6,3.5,8.0,67.0,2.2,950.3,0.0,11.1,48.0,1.9,953.3,0.0,10.8,56.0,1.6
818,818,818,2023-04-07,90,67,43,3.5,8.0,13.7,2.9,2.2,9.0,948.6,1,950.3,0.0,11.1,48.0,1.9,953.3,0.0,10.8,56.0,1.6,955.7,0.0,10.9,61.0,1.3
819,819,819,2023-04-08,83,48,22,0.0,11.1,17.2,5.7,1.9,6.3,950.3,1,953.3,0.0,10.8,56.0,1.6,955.7,0.0,10.9,61.0,1.3,949.2,0.0,12.1,66.0,1.5
820,820,820,2023-04-09,79,56,41,0.0,10.8,16.4,4.4,1.6,6.2,953.3,1,955.7,0.0,10.9,61.0,1.3,949.2,0.0,12.1,66.0,1.5,942.7,0.6,10.8,87.0,1.5
821,821,821,2023-04-10,77,61,44,0.0,10.9,15.0,7.3,1.3,6.0,955.7,1,949.2,0.0,12.1,66.0,1.5,942.7,0.6,10.8,87.0,1.5,937.1,4.4,8.6,71.0,1.9
822,822,822,2023-04-11,90,66,46,0.0,12.1,18.2,6.7,1.5,5.9,949.2,1,942.7,0.6,10.8,87.0,1.5,937.1,4.4,8.6,71.0,1.9,938.3,0.0,11.6,26.0,2.1
823,823,823,2023-04-12,99,87,69,0.6,10.8,14.0,7.8,1.5,5.4,942.7,1,937.1,4.4,8.6,71.0,1.9,938.3,0.0,11.6,26.0,2.1,940.1,2.0,9.8,55.0,2.7
824,824,824,2023-04-13,99,71,32,4.4,8.6,12.3,4.0,1.9,9.4,937.1,1,938.3,0.0,11.6,26.0,2.1,940.1,2.0,9.8,55.0,2.7,946.6,2.2,13.4,45.0,2.4
825,825,825,2023-04-14,51,26,10,0.0,11.6,18.4,5.4,2.1,8.1,938.3,1,940.1,2.0,9.8,55.0,2.7,946.6,2.2,13.4,45.0,2.4,948.7,0.0,12.7,49.0,2.2
826,826,826,2023-04-15,81,55,34,2.0,9.8,15.8,5.3,2.7,9.8,940.1,1,946.6,2.2,13.4,45.0,2.4,948.7,0.0,12.7,49.0,2.2,949.6,0.0,13.5,45.0,1.7
827,827,827,2023-04-16,79,45,20,2.2,13.4,20.0,6.9,2.4,7.6,946.6,1,948.7,0.0,12.7,49.0,2.2,949.6,0.0,13.5,45.0,1.7,947.5,0.0,15.6,41.0,2.4
828,828,828,2023-04-17,73,49,28,0.0,12.7,18.3,8.1,2.2,7.0,948.7,1,949.6,0.0,13.5,45.0,1.7,947.5,0.0,15.6,41.0,2.4,944.2,4.6,11.8,78.0,1.9
829,829,829,2023-04-18,57,45,29,0.0,13.5,19.5,10.4,1.7,6.6,949.6,1,947.5,0.0,15.6,41.0,2.4,944.2,4.6,11.8,78.0,1.9,948.6,0.0,9.3,94.0,1.6
