,Unnamed: 0.1,Unnamed: 0,DATA,Umidità massima (%),Umidità media (%),Umidità minima (%),Precipitazione (mm),Temperatura media (°C),Temperatura massima (°C),Temperatura minima (°C),Velocità media (m/s),Velocità raffica (m/s),Valore pressione,Stagione,Pressione prevista domani,Precipitazione prevista domani,Temperatura prevista domani,Umidità prevista domani,Vento previsto domani,Pressione prevista dopodomani,Precipitazione prevista dopodomani,Temperatura prevista dopodomani,Umidità prevista dopodomani,Vento previsto dopodomani,Pressione prevista dopodopodomani,Precipitazione prevista dopodopodomani,Temperatura prevista dopodopodomani,Umidità prevista dopodopodomani,Vento previsto dopodopodomani
124,124,124,2021-05-05,97,64,19,0.0,14.8,23.6,6.5,2.0,9.8,942.3,1,943.9,0.0,14.9,53.0,1.8,944.5,0.0,15.7,60.0,1.7,953.6,0.0,13.9,54.0,1.9
125,125,125,2021-05-06,92,53,29,0.0,14.9,22.1,8.7,1.8,7.6,943.9,1,944.5,0.0,15.7,60.0,1.7,953.6,0.0,13.9,54.0,1.9,953.4,0.2,14.7,69.0,1.5
126,126,126,2021-05-07,96,60,22,0.0,15.7,23.6,9.0,1.7,7.4,944.5,1,953.6,0.0,13.9,54.0,1.9,953.4,0.2,14.7,69.0,1.5,950.2,19.8,12.4,97.0,1.4
127,127,127,2021-05-08,75,54,34,0.0,13.9,19.0,9.7,1.9,6.8,953.6,1,953.4,0.2,14.7,69.0,1.5,950.2,19.8,12.4,97.0,1.4,944.2,1.8,13.1,90.0,1.8
128,128,128,2021-05-09,91,69,58,0.2,14.7,17.1,12.6,1.5,4.9,953.4,1,950.2,19.8,12.4,97.0,1.4,944.2,1.8,13.1,90.0,1.8,942.4,2.8,13.7,68.0,2.6
129,129,129,2021-05-10,99,97,91,19.8,12.4,13.5,11.2,1.4,4.7,950.2,1,944.2,1.8,13.1,90.0,1.8,942.4,2.8,13.7,68.0,2.6,940.5,0.0,14.6,59.0,1.9
130,130,130,2021-05-11,100,90,65,1.8,13.1,18.3,10.4,1.8,9.3,944.2,1,942.4,2.8,13.7,68.0,2.6,940.5,0.0,14.6,59.0,1.9,943.0,5.4,11.6,70.0,2.4
131,131,131,2021-05-12,98,68,35,2.8,13.7,20.9,7.4,2.6,11.6,942.4,1,940.5,0.0,14.6,59.0,1.9,943.0,5.4,11.6,70.0,2.4,944.2,0.0,12.0,70.0,1.9
132,132,132,2021-05-13,95,59,28,0.0,14.6,20.2,9.1,1.9,7.6,940.5,1,943.0,5.4,11.6,70.0,2.4,944.2,0.0,12.0,70.0,1.9,942.0,0.0,13.4,74.0,1.6
133,133,133,2021-05-14,95,70,49,5.4,11.6,16.5,8.3,2.4,8.9,943.0,1,944.2,0.0,12.0,70.0,1.9,942.0,0.0,13.4,74.0,1.6,943.5,0.0,16.5,31.0,2.1
134,134,134,2021-05-15,92,70,50,0.0,12.0,17.6,6.6,1.9,7.2,944.2,1,942.0,0.0,13.4,74.0,1.6,943.5,0.0,16.5,31.0,2.1,946.4,0.0,14.9,52.0,2.1
135,135,135,2021-05-16,94,74,47,0.0,13.4,18.6,8.7,1.6,8.2,942.0,1,943.5,0.0,16.5,31.0,2.1,946.4,0.0,14.9,52.0,2.1,948.1,0.2,14.2,54.0,2.3
136,136,136,2021-05-17,51,31,16,0.0,16.5,22.6,10.0,2.1,7.6,943.5,1,946.4,0.0,14.9,52.0,2.1,948.1,0.2,14.2,54.0,2.3,952.5,0.0,15.3,39.0,2.1
137,137,137,2021-05-18,92,52,26,0.0,14.9,21.1,9.5,2.1,7.1,946.4,1,948.1,0.2,14.2,54.0,2.3,952.5,0.0,15.3,39.0,2.1,949.5,0.6,15.5,57.0,1.9
138,138,138,2021-05-19,89,54,25,0.2,14.2,20.8,9.4,2.3,9.2,948.1,1,952.5,0.0,15.3,39.0,2.1,949.5,0.6,15.5,57.0,1.9,946.0,0.4,14.7,83.0,1.7
139,139,139,2021-05-20,63,39,19,0.0,15.3,21.7,8.4,2.1,6.7,952.5,1,949.5,0.6,15.5,57.0,1.9,946.0,0.4,14.7,83.0,1.7,949.0,0.0,15.3,72.0,1.6
140,140,140,2021-05-21,98,57,36,0.6,15.5,20.5,10.9,1.9,7.6,949.5,1,946.0,0.4,14.7,83.0,1.7,949.0,0.0,15.3,72.0,1.6,950.4,8.2,12.9,82.0,1.6
141,141,141,2021-05-22,99,83,63,0.4,14.7,18.6,11.3,1.7,5.8,946.0,1,949.0,0.0,15.3,72.0,1.6,950.4,8.2,12.9,82.0,1.6,951.6,0.0,15.7,50.0,2.1
142,142,142,2021-05-23,96,72,35,0.0,15.3,21.5,9.9,1.6,6.2,949.0,1,950.4,8.2,12.9,82.0,1.6,951.6,0.0,15.7,50.0,2.1,951.9,0.0,15.7,59.0,1.8
143,143,143,2021-05-24,97,82,67,8.2,12.9,15.6,10.2,1.6,6.4,950.4,1,951.6,0.0,15.7,50.0,2.1,951.9,0.0,15.7,59.0,1.8,949.6,0.0,17.9,64.0,1.6
144,144,144,2021-05-25,95,50,21,0.0,15.7,21.8,8.9,2.1,7.5,951.6,1,951.9,0.0,15.7,59.0,1.8,949.6,0.0,17.9,64.0,1.6,952.9,0.0,17.8,65.0,1.6
145,145,145,2021-05-26,84,59,40,0.0,15.7,21.4,9.7,1.8,6.1,951.9,1,949.6,0.0,17.9,64.0,1.6,952.9,0.0,17.8,65.0,1.6,951.7,5.4,18.4,71.0,1.8
146,146,146,2021-05-27,87,64,40,0.0,17.9,24.1,12.1,1.6,6.4,949.6,1,952.9,0.0,17.8,65.0,1.6,951.7,5.4,18.4,71.0,1.8,953.8,1.0,15.5,83.0,1.5
147,147,147,2021-05-28,80,65,49,0.0,17.8,21.3,13.7,1.6,5.7,952.9,1,951.7,5.4,18.4,71.0,1.8,953.8,1.0,15.5,83.0,1.5,953.3,8.9,15.1,82.0,1.9
148,148,148,2021-05-29,95,71,55,5.4,18.4,22.4,14.0,1.8,9.8,951.7,1,953.8,1.0,15.5,83.0,1.5,953.3,8.9,15.1,82.0,1.9,951.5,0.0,17.5,73.0,1.7
149,149,149,2021-05-30,99,83,59,1.0,15.5,19.7,12.8,1.5,5.2,953.8,1,953.3,8.9,15.1,82.0,1.9,951.5,0.0,17.5,73.0,1.7,954.6,0.2,16.2,80.0,1.4
150,150,150,2021-05-31,99,82,60,8.9,15.1,19.1,12.1,1.9,8.2,953.3,1,951.5,0.0,17.5,73.0,1.7,954.6,0.2,16.2,80.0,1.4,957.6,0.0,18.3,67.0,1.9
151,151,151,2021-06-01,90,73,57,0.0,17.5,21.4,12.6,1.7,5.9,951.5,2,954.6,0.2,16.2,80.0,1.4,957.6,0.0,18.3,67.0,1.9,957.5,6.0,19.9,70.0,2.1
152,152,152,2021-06-02,94,80,63,0.2,16.2,18.5,13.2,1.4,4.7,954.6,2,957.6,0.0,18.3,67.0,1.9,957.5,6.0,19.9,70.0,2.1,954.4,2.2,19.6,72.0,1.8
153,153,153,2021-06-03,88,67,41,0.0,18.3,24.3,12.6,1.9,5.7,957.6,2,957.5,6.0,19.9,70.0,2.1,954.4,2.2,19.6,72.0,1.8,952.0,0.2,19.3,78.0,1.8
154,154,154,2021-06-04,95,70,42,6.0,19.9,26.1,15.3,2.1,7.2,957.5,2,954.4,2.2,19.6,72.0,1.8,952.0,0.2,19.3,78.0,1.8,953.1,38.6,18.6,78.0,1.9
155,155,155,2021-06-05,96,72,55,2.2,19.6,24.2,15.0,1.8,6.0,954.4,2,952.0,0.2,19.3,78.0,1.8,953.1,38.6,18.6,78.0,1.9,954.2,19.9,17.7,82.0,1.7
156,156,156,2021-06-06,99,78,52,0.2,19.3,24.3,15.6,1.8,8.7,952.0,2,953.1,38.6,18.6,78.0,1.9,954.2,19.9,17.7,82.0,1.7,953.7,0.0,20.2,64.0,2.4
157,157,157,2021-06-07,99,78,48,38.6,18.6,24.2,14.3,1.9,7.2,953.1,2,954.2,19.9,17.7,82.0,1.7,953.7,0.0,20.2,64.0,2.4,953.1,0.0,21.0,61.0,2.1
158,158,158,2021-06-08,99,82,48,19.9,17.7,24.1,13.8,1.7,10.7,954.2,2,953.7,0.0,20.2,64.0,2.4,953.1,0.0,21.0,61.0,2.1,952.6,0.0,21.5,62.0,1.9
159,159,159,2021-06-09,91,64,35,0.0,20.2,26.6,14.6,2.4,8.7,953.7,2,953.1,0.0,21.0,61.0,2.1,952.6,0.0,21.5,62.0,1.9,954.1,0.0,22.8,65.0,2.0
160,160,160,2021-06-10,79,61,38,0.0,21.0,26.9,15.6,2.1,6.6,953.1,2,952.6,0.0,21.5,62.0,1.9,954.1,0.0,22.8,65.0,2.0,953.4,0.0,25.0,59.0,1.9
161,161,161,2021-06-11,76,62,46,0.0,21.5,26.8,16.6,1.9,6.2,952.6,2,954.1,0.0,22.8,65.0,2.0,953.4,0.0,25.0,59.0,1.9,953.3,0.0,23.2,71.0,1.7
162,162,162,2021-06-12,79,65,49,0.0,22.8,28.7,16.8,2.0,6.4,954.1,2,953.4,0.0,25.0,59.0,1.9,953.3,0.0,23.2,71.0,1.7,953.9,0.0,21.5,77.0,1.7
163,163,163,2021-06-13,77,59,38,0.0,25.0,30.7,19.1,1.9,6.5,953.4,2,953.3,0.0,23.2,71.0,1.7,953.9,0.0,21.5,77.0,1.7,951.9,3.2,21.9,76.0,2.1
164,164,164,2021-06-14,86,71,57,0.0,23.2,27.0,19.4,1.7,6.4,953.3,2,953.9,0.0,21.5,77.0,1.7,951.9,3.2,21.9,76.0,2.1,952.6,0.0,22.5,75.0,2.0
165,165,165,2021-06-15,92,77,59,0.0,21.5,24.1,19.3,1.7,6.0,953.9,2,951.9,3.2,21.9,76.0,2.1,952.6,0.0,22.5,75.0,2.0,952.9,0.0,23.5,68.0,1.8
166,166,166,2021-06-16,93,76,51,3.2,21.9,27.9,18.1,2.1,11.5,951.9,2,952.6,0.0,22.5,75.0,2.0,952.9,0.0,23.5,68.0,1.8,952.0,0.0,23.2,71.0,1.6
167,167,167,2021-06-17,89,75,56,0.0,22.5,27.7,18.3,2.0,5.8,952.6,2,952.9,0.0,23.5,68.0,1.8,952.0,0.0,23.2,71.0,1.6,947.6,3.2,22.0,80.0,1.8
168,168,168,2021-06-18,89,68,46,0.0,23.5,28.8,19.1,1.8,6.0,952.9,2,952.0,0.0,23.2,71.0,1.6,947.6,3.2,22.0,80.0,1.8,945.1,0.0,22.5,74.0,1.9
169,169,169,2021-06-19,89,71,53,0.0,23.2,28.0,19.3,1.6,4.5,952.0,2,947.6,3.2,22.0,80.0,1.8,945.1,0.0,22.5,74.0,1.9,946.9,0.0,21.0,69.0,2.0
170,170,170,2021-06-20,97,80,55,3.2,22.0,26.7,18.8,1.8,9.3,947.6,2,945.1,0.0,22.5,74.0,1.9,946.9,0.0,21.0,69.0,2.0,950.9,0.0,21.0,65.0,2.0
171,171,171,2021-06-21,97,74,49,0.0,22.5,28.4,17.8,1.9,7.2,945.1,2,946.9,0.0,21.0,69.0,2.0,950.9,0.0,21.0,65.0,2.0,951.6,0.0,20.9,66.0,2.0
172,172,172,2021-06-22,90,69,48,0.0,21.0,27.4,15.1,2.0,10.8,946.9,2,950.9,0.0,21.0,65.0,2.0,951.6,0.0,20.9,66.0,2.0,950.8,0.0,20.8,63.0,1.8
173,173,173,2021-06-23,85,65,25,0.0,21.0,28.3,15.8,2.0,9.0,950.9,2,951.6,0.0,20.9,66.0,2.0,950.8,0.0,20.8,63.0,1.8,951.5,0.0,22.4,61.0,1.8
174,174,174,2021-06-24,84,66,27,0.0,20.9,28.8,15.9,2.0,13.0,951.6,2,950.8,0.0,20.8,63.0,1.8,951.5,0.0,22.4,61.0,1.8,951.5,0.0,23.0,64.0,2.0
175,175,175,2021-06-25,85,63,37,0.0,20.8,27.2,14.1,1.8,6.2,950.8,2,951.5,0.0,22.4,61.0,1.8,951.5,0.0,23.0,64.0,2.0,950.8,0.0,23.8,64.0,2.0
176,176,176,2021-06-26,75,61,44,0.0,22.4,28.0,17.2,1.8,6.6,951.5,2,951.5,0.0,23.0,64.0,2.0,950.8,0.0,23.8,64.0,2.0,946.5,0.0,23.5,54.0,2.1
177,177,177,2021-06-27,82,64,44,0.0,23.0,28.4,17.5,2.0,6.3,951.5,2,950.8,0.0,23.8,64.0,2.0,946.5,0.0,23.5,54.0,2.1,945.9,0.0,21.8,47.0,1.7
178,178,178,2021-06-28,79,64,42,0.0,23.8,29.3,19.4,2.0,7.8,950.8,2,946.5,0.0,23.5,54.0,2.1,945.9,0.0,21.8,47.0,1.7,947.9,0.0,23.1,46.0,2.2
179,179,179,2021-06-29,83,54,17,0.0,23.5,32.1,16.6,2.1,9.7,946.5,2,945.9,0.0,21.8,47.0,1.7,947.9,0.0,23.1,46.0,2.2,949.9,0.0,23.6,48.0,1.9
180,180,180,2021-06-30,74,47,32,0.0,21.8,28.4,14.0,1.7,6.1,945.9,2,947.9,0.0,23.1,46.0,2.2,949.9,0.0,23.6,48.0,1.9,950.0,0.0,22.7,62.0,1.9
181,181,181,2021-07-01,71,46,23,0.0,23.1,29.8,16.2,2.2,6.5,947.9,2,949.9,0.0,23.6,48.0,1.9,950.0,0.0,22.7,62.0,1.9,946.9,2.6,20.3,74.0,2.0
182,182,182,2021-07-02,67,48,31,0.0,23.6,29.5,17.8,1.9,5.4,949.9,2,950.0,0.0,22.7,62.0,1.9,946.9,2.6,20.3,74.0,2.0,947.6,0.0,23.0,62.0,1.6
183,183,183,2021-07-03,88,62,47,0.0,22.7,28.2,18.1,1.9,7.7,950.0,2,946.9,2.6,20.3,74.0,2.0,947.6,0.0,23.0,62.0,1.6,949.2,0.0,23.7,64.0,1.9
184,184,184,2021-07-04,94,74,41,2.6,20.3,26.4,17.3,2.0,9.3,946.9,2,947.6,0.0,23.0,62.0,1.6,949.2,0.0,23.7,64.0,1.9,949.9,0.0,22.2,71.0,1.8
185,185,185,2021-07-05,82,62,38,0.0,23.0,30.3,14.7,1.6,6.1,947.6,2,949.2,0.0,23.7,64.0,1.9,949.9,0.0,22.2,71.0,1.8,951.5,0.6,20.2,74.0,1.7
186,186,186,2021-07-06,82,64,43,0.0,23.7,28.9,19.2,1.9,6.8,949.2,2,949.9,0.0,22.2,71.0,1.8,951.5,0.6,20.2,74.0,1.7,953.0,0.0,21.1,48.0,2.1
187,187,187,2021-07-07,89,71,54,0.0,22.2,26.7,17.2,1.8,6.1,949.9,2,951.5,0.6,20.2,74.0,1.7,953.0,0.0,21.1,48.0,2.1,951.3,0.0,22.8,54.0,2.1
188,188,188,2021-07-08,93,74,51,0.6,20.2,28.1,13.6,1.7,11.7,951.5,2,953.0,0.0,21.1,48.0,2.1,951.3,0.0,22.8,54.0,2.1,949.2,0.0,23.0,59.0,1.9
189,189,189,2021-07-09,71,48,29,0.0,21.1,27.7,13.7,2.1,7.7,953.0,2,951.3,0.0,22.8,54.0,2.1,949.2,0.0,23.0,59.0,1.9,948.3,0.0,22.6,68.0,1.7
190,190,190,2021-07-10,72,54,34,0.0,22.8,28.9,17.1,2.1,6.0,951.3,2,949.2,0.0,23.0,59.0,1.9,948.3,0.0,22.6,68.0,1.7,942.5,7.6,19.8,76.0,2.0
191,191,191,2021-07-11,78,59,38,0.0,23.0,29.8,16.6,1.9,7.2,949.2,2,948.3,0.0,22.6,68.0,1.7,942.5,7.6,19.8,76.0,2.0,946.6,0.0,18.9,64.0,2.1
192,192,192,2021-07-12,85,68,51,0.0,22.6,27.0,18.9,1.7,6.5,948.3,2,942.5,7.6,19.8,76.0,2.0,946.6,0.0,18.9,64.0,2.1,949.1,0.0,18.3,75.0,1.6
193,193,193,2021-07-13,98,76,45,7.6,19.8,27.2,13.2,2.0,13.2,942.5,2,946.6,0.0,18.9,64.0,2.1,949.1,0.0,18.3,75.0,1.6,949.9,2.2,19.8,75.0,1.7
194,194,194,2021-07-14,95,64,37,0.0,18.9,25.9,13.0,2.1,8.4,946.6,2,949.1,0.0,18.3,75.0,1.6,949.9,2.2,19.8,75.0,1.7,949.8,0.0,23.5,48.0,2.1
195,195,195,2021-07-15,90,75,53,0.0,18.3,24.1,14.6,1.6,5.5,949.1,2,949.9,2.2,19.8,75.0,1.7,949.8,0.0,23.5,48.0,2.1,947.9,0.0,26.4,40.0,2.4
196,196,196,2021-07-16,93,75,47,2.2,19.8,26.7,15.9,1.7,8.3,949.9,2,949.8,0.0,23.5,48.0,2.1,947.9,0.0,26.4,40.0,2.4,949.0,0.0,25.4,55.0,1.8
197,197,197,2021-07-17,76,48,23,0.0,23.5,31.2,16.3,2.1,7.7,949.8,2,947.9,0.0,26.4,40.0,2.4,949.0,0.0,25.4,55.0,1.8,950.1,0.0,25.6,53.0,2.0
198,198,198,2021-07-18,57,40,25,0.0,26.4,33.1,20.4,2.4,9.6,947.9,2,949.0,0.0,25.4,55.0,1.8,950.1,0.0,25.6,53.0,2.0,953.2,0.0,24.4,64.0,2.0
199,199,199,2021-07-19,72,55,37,0.0,25.4,30.7,21.3,1.8,6.1,949.0,2,950.1,0.0,25.6,53.0,2.0,953.2,0.0,24.4,64.0,2.0,953.2,0.0,25.1,61.0,2.0
200,200,200,2021-07-20,69,53,42,0.0,25.6,31.5,19.4,2.0,6.8,950.1,2,953.2,0.0,24.4,64.0,2.0,953.2,0.0,25.1,61.0,2.0,951.2,0.0,23.8,70.0,1.6
201,201,201,2021-07-21,75,64,50,0.0,24.4,29.3,20.9,2.0,5.7,953.2,2,953.2,0.0,25.1,61.0,2.0,951.2,0.0,23.8,70.0,1.6,947.8,0.0,24.6,69.0,1.9
202,202,202,2021-07-22,75,61,45,0.0,25.1,30.9,20.1,2.0,5.8,953.2,2,951.2,0.0,23.8,70.0,1.6,947.8,0.0,24.6,69.0,1.9,945.3,0.0,23.9,72.0,2.2
203,203,203,2021-07-23,84,70,61,0.0,23.8,26.5,21.4,1.6,5.4,951.2,2,947.8,0.0,24.6,69.0,1.9,945.3,0.0,23.9,72.0,2.2,948.9,0.0,21.8,77.0,1.5
204,204,204,2021-07-24,85,69,43,0.0,24.6,31.4,19.9,1.9,7.7,947.8,2,945.3,0.0,23.9,72.0,2.2,948.9,0.0,21.8,77.0,1.5,950.8,0.0,21.5,78.0,1.7
205,205,205,2021-07-25,89,72,49,0.0,23.9,29.1,20.1,2.2,9.4,945.3,2,948.9,0.0,21.8,77.0,1.5,950.8,0.0,21.5,78.0,1.7,950.0,0.0,22.4,72.0,1.8
206,206,206,2021-07-26,90,77,60,0.0,21.8,26.2,19.1,1.5,6.2,948.9,2,950.8,0.0,21.5,78.0,1.7,950.0,0.0,22.4,72.0,1.8,950.0,0.0,23.3,66.0,1.5
207,207,207,2021-07-27,96,78,54,0.0,21.5,26.3,18.0,1.7,15.5,950.8,2,950.0,0.0,22.4,72.0,1.8,950.0,0.0,23.3,66.0,1.5,948.1,4.3,23.6,72.0,1.9
208,208,208,2021-07-28,96,72,50,0.0,22.4,28.2,17.7,1.8,6.6,950.0,2,950.0,0.0,23.3,66.0,1.5,948.1,4.3,23.6,72.0,1.9,944.8,0.0,22.2,78.0,1.9
209,209,209,2021-07-29,89,66,50,0.0,23.3,28.7,17.8,1.5,5.3,950.0,2,948.1,4.3,23.6,72.0,1.9,944.8,0.0,22.2,78.0,1.9,942.6,1.4,20.9,78.0,1.9
210,210,210,2021-07-30,96,72,38,4.3,23.6,29.8,18.8,1.9,6.3,948.1,2,944.8,0.0,22.2,78.0,1.9,942.6,1.4,20.9,78.0,1.9,948.2,0.0,20.6,65.0,2.0
211,211,211,2021-07-31,92,78,59,0.0,22.2,27.2,18.8,1.9,6.4,944.8,2,942.6,1.4,20.9,78.0,1.9,948.2,0.0,20.6,65.0,2.0,949.5,0.0,20.7,69.0,1.8
212,212,212,2021-08-01,96,78,47,1.4,20.9,27.4,17.1,1.9,9.7,942.6,2,948.2,0.0,20.6,65.0,2.0,949.5,0.0,20.7,69.0,1.8,946.9,0.2,18.7,88.0,1.4
213,213,213,2021-08-02,93,65,34,0.0,20.6,26.7,15.4,2.0,8.6,948.2,2,949.5,0.0,20.7,69.0,1.8,946.9,0.2,18.7,88.0,1.4,943.5,0.0,21.6,55.0,1.7
214,214,214,2021-08-03,89,69,51,0.0,20.7,26.2,15.5,1.8,4.9,949.5,2,946.9,0.2,18.7,88.0,1.4,943.5,0.0,21.6,55.0,1.7,943.7,0.0,22.7,54.0,1.6
215,215,215,2021-08-04,97,88,78,0.2,18.7,20.7,15.9,1.4,4.5,946.9,2,943.5,0.0,21.6,55.0,1.7,943.7,0.0,22.7,54.0,1.6,943.9,0.0,22.0,69.0,1.9
216,216,216,2021-08-05,98,55,20,0.0,21.6,29.7,12.8,1.7,6.9,943.5,2,943.7,0.0,22.7,54.0,1.6,943.9,0.0,22.0,69.0,1.9,947.0,0.0,22.2,64.0,1.8
217,217,217,2021-08-06,81,54,28,0.0,22.7,29.3,17.2,1.6,6.6,943.7,2,943.9,0.0,22.0,69.0,1.9,947.0,0.0,22.2,64.0,1.8,952.9,0.0,22.6,50.0,2.0
218,218,218,2021-08-07,87,69,50,0.0,22.0,27.5,17.5,1.9,9.0,943.9,2,947.0,0.0,22.2,64.0,1.8,952.9,0.0,22.6,50.0,2.0,954.0,0.0,23.6,65.0,1.6
219,219,219,2021-08-08,92,64,38,0.0,22.2,29.5,15.3,1.8,5.4,947.0,2,952.9,0.0,22.6,50.0,2.0,954.0,0.0,23.6,65.0,1.6,953.5,0.0,25.5,60.0,1.9
220,220,220,2021-08-09,74,50,34,0.0,22.6,29.0,16.5,2.0,6.0,952.9,2,954.0,0.0,23.6,65.0,1.6,953.5,0.0,25.5,60.0,1.9,956.2,4.2,25.0,64.0,2.2
221,221,221,2021-08-10,80,65,47,0.0,23.6,29.3,18.2,1.6,5.1,954.0,2,953.5,0.0,25.5,60.0,1.9,956.2,4.2,25.0,64.0,2.2,957.4,0.0,26.0,53.0,1.8
222,222,222,2021-08-11,80,60,42,0.0,25.5,32.2,19.1,1.9,5.7,953.5,2,956.2,4.2,25.0,64.0,2.2,957.4,0.0,26.0,53.0,1.8,956.1,0.0,26.9,54.0,1.8
223,223,223,2021-08-12,94,64,47,4.2,25.0,31.4,20.0,2.2,8.8,956.2,2,957.4,0.0,26.0,53.0,1.8,956.1,0.0,26.9,54.0,1.8,951.3,0.0,27.2,59.0,2.0
224,224,224,2021-08-13,86,53,32,0.0,26.0,33.4,19.4,1.8,8.7,957.4,2,956.1,0.0,26.9,54.0,1.8,951.3,0.0,27.2,59.0,2.0,946.3,0.0,25.7,62.0,1.7
225,225,225,2021-08-14,74,54,40,0.0,26.9,33.2,21.0,1.8,5.6,956.1,2,951.3,0.0,27.2,59.0,2.0,946.3,0.0,25.7,62.0,1.7,948.6,0.0,23.7,48.0,2.0
226,226,226,2021-08-15,75,59,42,0.0,27.2,33.6,21.1,2.0,6.9,951.3,2,946.3,0.0,25.7,62.0,1.7,948.6,0.0,23.7,48.0,2.0,950.3,0.0,22.2,53.0,1.7
227,227,227,2021-08-16,90,62,47,0.0,25.7,31.4,20.6,1.7,6.4,946.3,2,948.6,0.0,23.7,48.0,2.0,950.3,0.0,22.2,53.0,1.7,950.7,0.0,22.2,58.0,1.6
228,228,228,2021-08-17,87,48,27,0.0,23.7,29.2,18.8,2.0,6.6,948.6,2,950.3,0.0,22.2,53.0,1.7,950.7,0.0,22.2,58.0,1.6,951.6,0.0,23.4,57.0,1.8
229,229,229,2021-08-18,69,53,40,0.0,22.2,26.7,16.6,1.7,6.0,950.3,2,950.7,0.0,22.2,58.0,1.6,951.6,0.0,23.4,57.0,1.8,954.0,0.0,24.0,58.0,1.8
230,230,230,2021-08-19,73,58,42,0.0,22.2,26.5,18.6,1.6,5.6,950.7,2,951.6,0.0,23.4,57.0,1.8,954.0,0.0,24.0,58.0,1.8,952.1,0.0,23.9,63.0,1.9
231,231,231,2021-08-20,73,57,39,0.0,23.4,29.0,18.9,1.8,5.4,951.6,2,954.0,0.0,24.0,58.0,1.8,952.1,0.0,23.9,63.0,1.9,950.0,0.0,22.9,57.0,1.8
232,232,232,2021-08-21,74,58,41,0.0,24.0,30.1,18.4,1.8,6.1,954.0,2,952.1,0.0,23.9,63.0,1.9,950.0,0.0,22.9,57.0,1.8,951.6,0.0,20.4,67.0,2.2
233,233,233,2021-08-22,84,63,46,0.0,23.9,30.0,18.4,1.9,5.6,952.1,2,950.0,0.0,22.9,57.0,1.8,951.6,0.0,20.4,67.0,2.2,951.0,0.0,20.4,62.0,2.1
234,234,234,2021-08-23,80,57,33,0.0,22.9,28.5,18.2,1.8,7.7,950.0,2,951.6,0.0,20.4,67.0,2.2,951.0,0.0,20.4,62.0,2.1,945.6,0.0,21.7,59.0,1.8
235,235,235,2021-08-24,92,67,39,0.0,20.4,25.2,17.4,2.2,8.2,951.6,2,951.0,0.0,20.4,62.0,2.1,945.6,0.0,21.7,59.0,1.8,945.5,1.2,19.7,69.0,1.9
236,236,236,2021-08-25,77,62,35,0.0,20.4,26.5,17.1,2.1,8.2,951.0,2,945.6,0.0,21.7,59.0,1.8,945.5,1.2,19.7,69.0,1.9,948.3,0.2,18.4,67.0,1.5
237,237,237,2021-08-26,79,59,34,0.0,21.7,29.3,15.3,1.8,6.0,945.6,2,945.5,1.2,19.7,69.0,1.9,948.3,0.2,18.4,67.0,1.5,947.9,0.2,19.2,59.0,1.8
238,238,238,2021-08-27,97,69,49,1.2,19.7,24.0,16.3,1.9,7.1,945.5,2,948.3,0.2,18.4,67.0,1.5,947.9,0.2,19.2,59.0,1.8,948.3,0.0,19.4,63.0,2.0
239,239,239,2021-08-28,96,67,38,0.2,18.4,24.2,15.2,1.5,5.0,948.3,2,947.9,0.2,19.2,59.0,1.8,948.3,0.0,19.4,63.0,2.0,951.8,0.0,19.7,67.0,1.6
240,240,240,2021-08-29,80,59,37,0.2,19.2,25.4,12.9,1.8,6.2,947.9,2,948.3,0.0,19.4,63.0,2.0,951.8,0.0,19.7,67.0,1.6,955.8,0.2,20.9,63.0,1.7
241,241,241,2021-08-30,89,63,41,0.0,19.4,25.8,14.8,2.0,6.1,948.3,2,951.8,0.0,19.7,67.0,1.6,955.8,0.2,20.9,63.0,1.7,957.6,0.0,20.9,62.0,1.5
242,242,242,2021-08-31,85,67,43,0.0,19.7,25.7,16.3,1.6,5.2,951.8,2,955.8,0.2,20.9,63.0,1.7,957.6,0.0,20.9,62.0,1.5,954.9,0.0,20.2,64.0,1.4
243,243,243,2021-09-01,87,63,41,0.2,20.9,26.9,15.2,1.7,5.2,955.8,3,957.6,0.0,20.9,62.0,1.5,954.9,0.0,20.2,64.0,1.4,951.6,0.0,20.8,59.0,1.7
244,244,244,2021-09-02,83,62,43,0.0,20.9,25.0,16.7,1.5,6.2,957.6,3,954.9,0.0,20.2,64.0,1.4,951.6,0.0,20.8,59.0,1.7,954.0,0.0,21.0,59.0,1.9
245,245,245,2021-09-03,78,64,43,0.0,20.2,24.5,17.8,1.4,4.5,954.9,3,951.6,0.0,20.8,59.0,1.7,954.0,0.0,21.0,59.0,1.9,957.7,1.2,20.7,67.0,1.6
246,246,246,2021-09-04,78,59,34,0.0,20.8,26.8,16.6,1.7,5.9,951.6,3,954.0,0.0,21.0,59.0,1.9,957.7,1.2,20.7,67.0,1.6,957.0,0.0,21.8,58.0,1.7
247,247,247,2021-09-05,75,59,39,0.0,21.0,27.1,16.2,1.9,5.5,954.0,3,957.7,1.2,20.7,67.0,1.6,957.0,0.0,21.8,58.0,1.7,955.2,0.0,20.9,54.0,1.5
248,248,248,2021-09-06,96,67,41,1.2,20.7,26.6,16.2,1.6,5.7,957.7,3,957.0,0.0,21.8,58.0,1.7,955.2,0.0,20.9,54.0,1.5,953.2,0.0,20.4,56.0,1.5
